-90,4833
24,75
-40,2
-0,678
80,1912
57,6531
17,3258
-43,5489
8,7472
40,8667
-85,181
-39,5228
-46,8208
16,3106
6,3797
-13,6578
138,3622
138,4425
18,9839
29,9047
-48,5608
72,3
86,6471
76,7603
-122,7808
-9,279
-122,6262
48,3667
79,1973
86,7346
84,7582
75,8061
29,9167
36,2
37,9969
-6,1056
47,4583
108,365
-77,3471
6,7482
-2,7748
15,7833
-74,0718
85,2249
76,3333
-42,2833
137,7831
-84,3177
14,035
4,4339
-4,1667
3,2667
2,6167
8,0833
14,1167
-97,6182
28,3833
87,8623
79,5406
4,8769
-75,3522
141,8667
-71,5297
-76,3708
18,3833
-107,7729
-50,3017
6,4833
75,9
88,3833
-51,8667
12,6
82,6333
-89,7167
3,9333
10,5167
-85,8301
13,0167
-94,5747
-73,7167
-14,27
18,7833
7,4653
78,9784
9,3469
102,5125
-35,6333
108,6414
98,5317
70,5
-94,4621
-74,8207
-7,7725
26,62
-2,961
147,3083
152,9333
-0,0926
76,3167
-7,77
35,2667
-62,2
75,06
56,8075
50,8667
-50,8167
-53,0589
-4,2833
3,8617
2,7075
-2,251
86,2771
103,0818
-1,963
78,6243
136
-71,6203
5,5833
16,58
-74,9294
25,0022
7,5256
77,7298
99,4434
5,95
11,9
8,9667
69,3167
32,0778
-47,9078
87,8749
-85,4164
-5,5833
2,1433
-122,6316
-92,4708
73,0899
51,345
10,4333
-105,1711
-96,8833
24,35
78,5782
58,1061
0,364
-2,0413
-73,8722
-102,0664
5,7093
13,0439
85,3925
79,3151
78,0627
-81,7446
36,8167
144,2333
-49,1747
79,195
9,1167
84,924
-119,2083
18,65
-57,77
-79,977
79,4563
-62,2967
-91,3
13,3
77,6385
-52,7833
10,8833
-6,0167
79,7333
2,4737
-0,4484
26,3742
79,7827
-98,7175
-52,9833
-113,6497
-43,5828
-40,4333
-39,25
78,4667
140,44
-79,0331
84,4399
-90,0481
-72,8333
90,8772
76,7811
28,6833
18,1236
-46,05
-1,0127
77,8601
86,1871
-85,6778
5,8642
-35,85
10,2167
-82,7792
47,7
8,2167
73,5667
47,1725
103,6528
80,7222
126,1008
-43,3408
88,4743
46,0278
9,3333
84,8995
84,9211
-72,0487
-5,3508
-46,2
9,4667
-0,5675
94,301
-74,4302
16,5667
87,5527
-47,8247
1,3425
74,7352
-86,3187
8,2456
120,0853
77,6375
-56,3333
-48,4228
14,8256
13,5333
